type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-10 13:23:33,47.82149206,7.95162424,8,1080.365,,0.000,,11,14,,
T,2021-10-10 13:23:34,47.82149206,7.95162424,8,1080.568,,0.000,,10,14,,
T,2021-10-10 13:23:35,47.82149206,7.95162424,8,1080.591,,0.000,,10,14,,
T,2021-10-10 13:23:36,47.82149206,7.95162424,8,1080.616,,0.000,,10,14,,
T,2021-10-10 13:23:37,47.82149206,7.95162424,8,1080.641,,0.000,,10,14,,
T,2021-10-10 13:23:38,47.82149206,7.95162424,8,1080.670,,0.000,,10,14,,
T,2021-10-10 13:23:39,47.82149206,7.95162424,8,1080.700,,0.000,,10,14,,
T,2021-10-10 13:23:40,47.82149206,7.95162424,8,1080.730,,0.000,,10,14,,
T,2021-10-10 13:23:41,47.82149206,7.95162424,8,1080.968,,0.000,,10,14,,
T,2021-10-10 13:23:42,47.82149206,7.95162424,8,1081.194,,0.000,,10,14,,
T,2021-10-10 13:23:43,47.82149206,7.95162424,8,1081.213,,0.000,,12,14,,
T,2021-10-10 13:23:44,47.82149206,7.95162424,8,1081.404,,0.000,,11,14,,
T,2021-10-10 13:23:45,47.82149206,7.95162424,8,1081.420,,0.000,,10,14,,
T,2021-10-10 13:23:46,47.82149206,7.95162424,8,1081.438,,0.000,,9,14,,
T,2021-10-10 13:23:47,47.82149206,7.95162424,8,1081.449,,0.000,,9,14,,
T,2021-10-10 13:23:48,47.82149206,7.95162424,8,1081.454,,0.000,,9,14,,
T,2021-10-10 13:23:49,47.82149206,7.95162424,8,1081.463,,0.000,,10,14,,
T,2021-10-10 13:23:50,47.82149206,7.95162424,8,1081.547,,0.000,,10,14,,
T,2021-10-10 13:23:51,47.82149206,7.95162424,8,1081.550,,0.000,,10,14,,
T,2021-10-10 13:23:52,47.82149206,7.95162424,8,1081.544,,0.000,,10,14,,
T,2021-10-10 13:23:53,47.82149206,7.95162424,8,1081.543,,0.000,,12,14,,
T,2021-10-10 13:23:54,47.82149206,7.95162424,6,1081.544,,0.000,,12,14,,
T,2021-10-10 13:23:55,47.82149206,7.95162424,6,1081.547,,0.000,,12,14,,
T,2021-10-10 13:23:56,47.82149206,7.95162424,6,1081.555,,0.000,,11,15,,
T,2021-10-10 13:23:57,47.82149206,7.95162424,6,1081.556,,0.000,,11,15,,
T,2021-10-10 13:23:58,47.82149206,7.95162424,6,1081.558,,0.000,,10,15,,
T,2021-10-10 13:23:59,47.82149206,7.95162424,6,1081.565,,0.000,,11,15,,
T,2021-10-10 13:27:02,47.82149679,7.95172604,48,1091.781,,0.000,,4,12,,
T,2021-10-10 13:27:03,47.82149679,7.95172604,48,1090.621,,0.000,,4,13,,
T,2021-10-10 13:27:04,47.82149679,7.95172604,48,1091.973,,0.000,,4,13,,
T,2021-10-10 13:27:05,47.82149679,7.95172604,48,1093.613,,0.000,,4,13,,
T,2021-10-10 13:27:06,47.82149679,7.95172604,48,1094.295,,0.000,,4,13,,
T,2021-10-10 13:27:07,47.82149679,7.95172604,32,1095.013,,0.000,,4,13,,
T,2021-10-10 13:27:08,47.82149679,7.95172604,32,1095.939,,0.000,,4,13,,
T,2021-10-10 13:27:09,47.82149679,7.95172604,32,1096.335,,0.000,,4,13,,
T,2021-10-10 13:27:10,47.82149679,7.95172604,32,1096.674,,0.000,,4,13,,
T,2021-10-10 13:27:11,47.82149679,7.95172604,32,1097.062,,0.000,,4,13,,
T,2021-10-10 13:27:12,47.82149679,7.95172604,32,1097.839,,0.000,,4,13,,
T,2021-10-10 13:27:13,47.82149679,7.95172604,32,1097.513,,0.000,,4,13,,
T,2021-10-10 13:27:14,47.82149679,7.95172604,32,1097.472,,0.000,,4,13,,
T,2021-10-10 13:27:15,47.82149679,7.95172604,32,1096.055,,0.000,,4,13,,
T,2021-10-10 13:27:16,47.82149679,7.95172604,32,1093.530,,0.000,,4,13,,
T,2021-10-10 13:27:17,47.82149679,7.95172604,32,1091.444,,0.000,,4,13,,
T,2021-10-10 13:27:18,47.82149679,7.95172604,32,1090.393,,0.000,,4,13,,
T,2021-10-10 13:27:19,47.82149679,7.95172604,24,1089.842,,0.000,,4,14,,
T,2021-10-10 13:27:20,47.82149679,7.95172604,24,1089.616,,0.000,,4,15,,
T,2021-10-10 13:27:21,47.82149679,7.95172604,24,1089.562,,0.000,,4,15,,
T,2021-10-10 13:27:22,47.82149679,7.95172604,24,1089.496,,0.000,,4,15,,
T,2021-10-10 13:27:23,47.82149679,7.95172604,24,1089.339,,0.000,,4,15,,
T,2021-10-10 13:27:24,47.82149679,7.95172604,24,1089.338,,0.000,,4,15,,
T,2021-10-10 13:27:25,47.82149679,7.95172604,24,1089.325,,0.000,,4,17,,
T,2021-10-10 13:27:26,47.82149679,7.95172604,16,1089.304,,0.000,,4,17,,
T,2021-10-10 13:27:27,47.82149679,7.95172604,16,1089.302,,0.000,,4,17,,
T,2021-10-10 13:27:28,47.82149679,7.95172604,16,1089.298,,0.000,,4,17,,
T,2021-10-10 13:27:29,47.82149679,7.95172604,16,1089.295,,0.000,,4,17,,
T,2021-10-10 13:27:30,47.82149679,7.95172604,16,1089.291,,0.000,,4,17,,
T,2021-10-10 13:27:31,47.82149679,7.95172604,12,1089.286,,0.000,,4,17,,
T,2021-10-10 13:27:32,47.82149679,7.95172604,12,1089.281,,0.000,,5,16,,
T,2021-10-10 13:27:33,47.82149679,7.95172604,12,1089.277,,0.000,,5,15,,
T,2021-10-10 13:27:34,47.82149679,7.95172604,12,1089.247,,0.000,,5,16,,
T,2021-10-10 13:27:35,47.82149679,7.95172604,12,1089.244,,0.000,,5,16,,
T,2021-10-10 13:27:36,47.82149679,7.95172604,12,1089.241,,0.000,,5,16,,
T,2021-10-10 13:27:37,47.82149679,7.95172604,12,1089.237,,0.000,,5,16,,
T,2021-10-10 13:27:38,47.82149679,7.95172604,8,1089.231,,0.000,,5,16,,
T,2021-10-10 13:27:39,47.82149679,7.95172604,8,1089.221,,0.000,,9,15,,
T,2021-10-10 13:27:40,47.82149679,7.95172604,8,1089.211,,0.000,,9,16,,
T,2021-10-10 13:27:41,47.82149679,7.95172604,8,1089.101,,0.000,,9,16,,
T,2021-10-10 13:27:42,47.82149679,7.95172604,6,1089.088,,0.000,,9,16,,
T,2021-10-10 13:27:43,47.82149679,7.95172604,6,1088.959,,0.000,,9,16,,
T,2021-10-10 13:27:44,47.82149679,7.95172604,6,1088.948,,0.000,,9,16,,
T,2021-10-10 13:27:45,47.82149679,7.95172604,6,1088.852,,0.000,,9,16,,
T,2021-10-10 13:27:46,47.82149679,7.95172604,6,1088.751,,0.000,,9,16,,
T,2021-10-10 13:27:47,47.82149679,7.95172604,6,1088.741,,0.000,,9,16,,
T,2021-10-10 13:27:48,47.82149679,7.95172604,6,1088.732,,0.000,,9,16,,
T,2021-10-10 13:27:49,47.82149679,7.95172604,6,1088.724,,0.000,,8,16,,
T,2021-10-10 13:27:50,47.82149679,7.95172604,6,1088.716,,0.000,,9,16,,
T,2021-10-10 13:27:51,47.82149679,7.95172604,6,1088.708,,0.000,,9,16,,
T,2021-10-10 13:27:52,47.82149679,7.95172604,6,1088.700,,0.000,,9,16,,
T,2021-10-10 13:27:53,47.82149679,7.95172604,6,1088.692,,0.000,,9,16,,
T,2021-10-10 13:27:54,47.82149679,7.95172604,6,1088.622,,0.000,,9,16,,
T,2021-10-10 13:27:55,47.82149679,7.95172604,6,1088.615,,0.000,,9,16,,
T,2021-10-10 13:27:56,47.82149679,7.95172604,4,1088.567,,0.000,,9,16,,
T,2021-10-10 13:27:57,47.82149679,7.95172604,4,1088.528,,0.000,,9,16,,
T,2021-10-10 13:27:58,47.82149679,7.95172604,4,1088.499,,0.000,,9,16,,
T,2021-10-10 13:27:59,47.82149679,7.95172604,4,1088.478,,0.000,,9,16,,
T,2021-10-10 13:28:00,47.82149679,7.95172604,4,1088.475,,0.000,,9,16,,
T,2021-10-10 13:28:01,47.82149679,7.95172604,4,1088.437,,0.000,,9,16,,
T,2021-10-10 13:28:02,47.82149679,7.95172604,4,1088.392,,0.000,,9,16,,
T,2021-10-10 13:28:03,47.82149679,7.95172604,4,1088.388,,0.000,,9,16,,
T,2021-10-10 13:28:04,47.82149679,7.95172604,4,1088.385,,0.000,,9,16,,
T,2021-10-10 13:28:05,47.82149679,7.95172604,4,1088.354,,0.000,,9,16,,
T,2021-10-10 13:28:06,47.82149679,7.95172604,4,1088.335,,0.000,,9,16,,
T,2021-10-10 13:28:07,47.82149679,7.95172604,4,1088.333,,0.000,,9,16,,
T,2021-10-10 13:28:08,47.82149679,7.95172604,4,1088.333,,0.000,,9,16,,
T,2021-10-10 13:28:09,47.82149679,7.95172604,4,1088.337,,0.000,,9,16,,
T,2021-10-10 13:28:10,47.82149679,7.95172604,4,1088.352,,0.000,,9,16,,
T,2021-10-10 13:28:11,47.82149679,7.95172604,4,1088.355,,0.000,,9,16,,
T,2021-10-10 13:28:12,47.82149679,7.95172604,6,1088.401,,0.000,,9,16,,
T,2021-10-10 13:28:13,47.82149679,7.95172604,6,1088.406,,0.000,,9,16,,
T,2021-10-10 13:28:14,47.82149679,7.95172604,6,1088.475,,0.000,,9,16,,
T,2021-10-10 13:28:15,47.82149679,7.95172604,6,1088.543,,0.000,,9,17,,
T,2021-10-10 13:28:16,47.82149679,7.95172604,6,1088.606,,0.000,,9,17,,
T,2021-10-10 13:28:17,47.82149679,7.95172604,6,1088.652,,0.000,,9,17,,
T,2021-10-10 13:28:18,47.82149679,7.95172604,6,1088.684,,0.000,,9,17,,
T,2021-10-10 13:28:19,47.82149679,7.95172604,6,1088.700,,0.000,,9,17,,
T,2021-10-10 13:28:20,47.82149679,7.95172604,6,1088.699,,0.000,,9,17,,
T,2021-10-10 13:28:21,47.82149679,7.95172604,6,1088.691,,0.000,,9,17,,
T,2021-10-10 13:28:22,47.82149679,7.95172604,6,1088.684,,0.000,,9,17,,
T,2021-10-10 13:28:23,47.82149679,7.95172604,6,1088.685,,0.000,,9,17,,
T,2021-10-10 13:28:24,47.82149679,7.95172604,6,1088.685,,0.000,,9,16,,
T,2021-10-10 13:28:25,47.82149679,7.95172604,6,1088.684,,0.000,,9,16,,
T,2021-10-10 13:28:26,47.82149679,7.95172604,6,1088.683,,0.000,,9,16,,
T,2021-10-10 13:28:27,47.82149679,7.95172604,6,1088.682,,0.000,,9,16,,
T,2021-10-10 13:28:28,47.82149679,7.95172604,8,1088.641,,0.000,,9,16,,
T,2021-10-10 13:28:29,47.82149679,7.95172604,8,1088.634,,0.000,,9,16,,
T,2021-10-10 13:28:30,47.82149679,7.95172604,8,1088.625,,0.000,,9,16,,
T,2021-10-10 13:28:31,47.82149679,7.95172604,8,1088.527,,0.000,,9,16,,
T,2021-10-10 13:28:32,47.82149679,7.95172604,8,1088.431,,0.000,,9,16,,
T,2021-10-10 13:28:33,47.82149679,7.95172604,8,1088.331,,0.000,,9,16,,
T,2021-10-10 13:28:34,47.82149679,7.95172604,8,1088.246,,0.000,,9,16,,
T,2021-10-10 13:28:35,47.82149679,7.95172604,8,1088.179,,0.000,,9,16,,
T,2021-10-10 13:28:36,47.82149679,7.95172604,6,1088.173,,0.000,,9,16,,
T,2021-10-10 13:28:37,47.82149679,7.95172604,6,1088.115,,0.000,,9,16,,
T,2021-10-10 13:28:38,47.82149679,7.95172604,6,1088.071,,0.000,,9,16,,
T,2021-10-10 13:28:39,47.82149679,7.95172604,6,1088.027,,0.000,,9,16,,
T,2021-10-10 13:28:40,47.82149679,7.95172604,6,1088.023,,0.000,,9,16,,
T,2021-10-10 13:28:41,47.82149679,7.95172604,6,1087.975,,0.000,,9,16,,
T,2021-10-10 13:28:42,47.82149679,7.95172604,6,1087.924,,0.000,,9,16,,
T,2021-10-10 13:28:43,47.82149679,7.95172604,6,1087.869,,0.000,,9,16,,
T,2021-10-10 13:28:44,47.82149679,7.95172604,6,1087.827,,0.000,,9,16,,
T,2021-10-10 13:28:45,47.82149679,7.95172604,6,1087.825,,0.000,,9,16,,
T,2021-10-10 13:28:46,47.82149679,7.95172604,6,1087.824,,0.000,,9,16,,
T,2021-10-10 13:28:47,47.82149679,7.95172604,6,1087.835,,0.000,,8,16,,
T,2021-10-10 13:28:48,47.82149679,7.95172604,6,1087.842,,0.000,,9,16,,
T,2021-10-10 13:28:49,47.82149679,7.95172604,6,1087.834,,0.000,,9,16,,
T,2021-10-10 13:28:50,47.82149679,7.95172604,6,1087.818,,0.000,,9,16,,
T,2021-10-10 13:28:51,47.82149679,7.95172604,6,1087.816,,0.000,,9,16,,
T,2021-10-10 13:28:52,47.82149679,7.95172604,6,1087.817,,0.000,,9,16,,
T,2021-10-10 13:28:53,47.82149679,7.95172604,4,1087.780,,0.000,,9,16,,
T,2021-10-10 13:28:54,47.82149679,7.95172604,4,1087.750,,0.000,,9,16,,
T,2021-10-10 13:28:55,47.82149679,7.95172604,4,1087.748,,0.000,,9,16,,
T,2021-10-10 13:28:56,47.82149679,7.95172604,4,1087.739,,0.000,,9,16,,
T,2021-10-10 13:28:57,47.82149679,7.95172604,4,1087.739,,0.000,,9,16,,
T,2021-10-10 13:28:58,47.82149679,7.95172604,4,1087.731,,0.000,,9,16,,
T,2021-10-10 13:28:59,47.82149679,7.95172604,4,1087.713,,0.000,,9,16,,
T,2021-10-10 13:29:00,47.82149679,7.95172604,4,1087.710,,0.000,,9,16,,
T,2021-10-10 13:29:01,47.82149679,7.95172604,4,1087.707,,0.000,,9,16,,
T,2021-10-10 13:29:02,47.82149679,7.95172604,4,1087.662,,0.000,,9,16,,
T,2021-10-10 13:29:03,47.82149679,7.95172604,4,1087.619,,0.000,,9,16,,
T,2021-10-10 13:29:04,47.82149679,7.95172604,4,1087.616,,0.000,,9,16,,
T,2021-10-10 13:29:05,47.82149679,7.95172604,4,1087.611,,0.000,,9,16,,
T,2021-10-10 13:29:06,47.82149679,7.95172604,4,1087.607,,0.000,,9,16,,
T,2021-10-10 13:29:07,47.82149679,7.95172604,4,1087.602,,0.000,,9,16,,
T,2021-10-10 13:29:08,47.82149679,7.95172604,4,1087.546,,0.000,,9,16,,
T,2021-10-10 13:29:09,47.82149679,7.95172604,4,1087.482,,0.000,,9,16,,
T,2021-10-10 13:29:10,47.82149679,7.95172604,4,1087.404,,0.000,,9,16,,
T,2021-10-10 13:29:11,47.82149679,7.95172604,4,1087.310,,0.000,,9,16,,
T,2021-10-10 13:29:12,47.82149679,7.95172604,4,1087.200,,0.000,,9,16,,
T,2021-10-10 13:29:13,47.82149679,7.95172604,4,1087.075,,0.000,,9,16,,
T,2021-10-10 13:29:14,47.82149679,7.95172604,4,1087.062,,0.000,,9,16,,
T,2021-10-10 13:29:15,47.82149679,7.95172604,4,1086.918,,0.000,,9,16,,
T,2021-10-10 13:29:16,47.82149679,7.95172604,4,1086.903,,0.000,,9,16,,
T,2021-10-10 13:29:17,47.82149679,7.95172604,4,1086.889,,0.000,,9,16,,
T,2021-10-10 13:29:18,47.82149679,7.95172604,4,1086.876,,0.000,,9,16,,
T,2021-10-10 13:29:19,47.82149679,7.95172604,4,1086.763,,0.000,,9,16,,
T,2021-10-10 13:29:20,47.82149679,7.95172604,4,1086.669,,0.000,,9,16,,
T,2021-10-10 13:29:21,47.82149679,7.95172604,4,1086.590,,0.000,,9,16,,
T,2021-10-10 13:29:22,47.82149679,7.95172604,4,1086.523,,0.000,,9,16,,
T,2021-10-10 13:29:23,47.82149679,7.95172604,4,1086.458,,0.000,,9,16,,
T,2021-10-10 13:29:24,47.82149679,7.95172604,4,1086.452,,0.000,,9,17,,
T,2021-10-10 13:29:25,47.82149679,7.95172604,4,1086.446,,0.000,,9,17,,
T,2021-10-10 13:29:26,47.82149679,7.95172604,4,1086.441,,0.000,,9,17,,
T,2021-10-10 13:29:27,47.82149679,7.95172604,4,1086.433,,0.000,,9,17,,
T,2021-10-10 13:29:28,47.82149679,7.95172604,4,1086.326,,0.000,,9,17,,
T,2021-10-10 13:29:29,47.82149679,7.95172604,4,1086.312,,0.000,,9,17,,
T,2021-10-10 13:29:30,47.82149679,7.95172604,4,1086.156,,0.000,,9,17,,
T,2021-10-10 13:29:31,47.82149679,7.95172604,4,1085.984,,0.000,,9,17,,
T,2021-10-10 13:29:32,47.82149679,7.95172604,4,1085.790,,0.000,,9,17,,
T,2021-10-10 13:29:33,47.82149679,7.95172604,4,1085.578,,0.000,,9,17,,
T,2021-10-10 13:29:34,47.82149679,7.95172604,4,1085.343,,0.000,,9,17,,
T,2021-10-10 13:29:35,47.82149679,7.95172604,4,1085.098,,0.000,,9,17,,
T,2021-10-10 13:29:36,47.82149679,7.95172604,4,1084.860,,0.000,,9,17,,
T,2021-10-10 13:29:37,47.82149679,7.95172604,4,1084.627,,0.000,,9,17,,
T,2021-10-10 13:29:38,47.82149679,7.95172604,4,1084.406,,0.000,,9,17,,
T,2021-10-10 13:29:39,47.82149679,7.95172604,4,1084.195,,0.000,,9,17,,
T,2021-10-10 13:29:40,47.82149679,7.95172604,4,1084.003,,0.000,,9,17,,
T,2021-10-10 13:29:41,47.82149679,7.95172604,4,1083.829,,0.000,,9,17,,
T,2021-10-10 13:29:42,47.82149679,7.95172604,4,1083.671,,0.000,,9,17,,
T,2021-10-10 13:29:43,47.82149679,7.95172604,4,1083.534,,0.000,,8,17,,
T,2021-10-10 13:29:44,47.82149679,7.95172604,4,1083.416,,0.000,,8,16,,
T,2021-10-10 13:29:45,47.82149679,7.95172604,4,1083.308,,0.000,,9,17,,
T,2021-10-10 13:29:46,47.82149679,7.95172604,4,1083.299,,0.000,,9,17,,
T,2021-10-10 13:29:47,47.82149679,7.95172604,4,1083.291,,0.000,,9,17,,
T,2021-10-10 13:29:48,47.82149679,7.95172604,4,1083.221,,0.000,,9,17,,
T,2021-10-10 13:29:49,47.82149679,7.95172604,4,1083.162,,0.000,,9,17,,
T,2021-10-10 13:29:50,47.82149679,7.95172604,4,1083.096,,0.000,,9,17,,
T,2021-10-10 13:29:51,47.82149679,7.95172604,4,1083.016,,0.000,,9,17,,
T,2021-10-10 13:29:52,47.82149679,7.95172604,4,1082.929,,0.000,,9,17,,
T,2021-10-10 13:29:53,47.82149679,7.95172604,6,1082.834,,0.000,,9,17,,
T,2021-10-10 13:29:54,47.82149679,7.95172604,6,1082.742,,0.000,,9,17,,
T,2021-10-10 13:29:55,47.82149679,7.95172604,6,1082.655,,0.000,,9,17,,
T,2021-10-10 13:29:56,47.82149679,7.95172604,6,1082.569,,0.000,,9,17,,
T,2021-10-10 13:29:57,47.82149679,7.95172604,6,1082.498,,0.000,,9,17,,
T,2021-10-10 13:29:58,47.82149679,7.95172604,6,1082.418,,0.000,,9,17,,
T,2021-10-10 13:29:59,47.82149679,7.95172604,6,1082.335,,0.000,,9,17,,
T,2021-10-10 13:30:00,47.82149679,7.95172604,6,1082.256,,0.000,,9,17,,
T,2021-10-10 13:30:01,47.82149679,7.95172604,6,1082.249,,0.000,,9,17,,
T,2021-10-10 13:30:02,47.82149679,7.95172604,6,1082.242,,0.000,,9,17,,
T,2021-10-10 13:30:03,47.82149679,7.95172604,6,1082.183,,0.000,,9,17,,
T,2021-10-10 13:30:04,47.82149679,7.95172604,6,1082.179,,0.000,,9,17,,
T,2021-10-10 13:30:05,47.82149679,7.95172604,6,1082.174,,0.000,,9,17,,
T,2021-10-10 13:30:06,47.82149679,7.95172604,6,1082.168,,0.000,,9,17,,
T,2021-10-10 13:30:07,47.82149679,7.95172604,6,1082.161,,0.000,,9,17,,
T,2021-10-10 13:30:08,47.82149679,7.95172604,6,1082.155,,0.000,,8,17,,
T,2021-10-10 13:30:09,47.82149679,7.95172604,6,1082.148,,0.000,,9,17,,
T,2021-10-10 13:30:10,47.82149679,7.95172604,6,1082.070,,0.000,,11,20,,
T,2021-10-10 13:30:11,47.82149679,7.95172604,6,1082.061,,0.000,,8,15,,
T,2021-10-10 13:30:12,47.82149679,7.95172604,6,1081.970,,0.000,,8,16,,
T,2021-10-10 13:30:13,47.82149679,7.95172604,6,1081.892,,0.000,,11,19,,
T,2021-10-10 13:30:14,47.82149679,7.95172604,6,1081.815,,0.000,,11,20,,
T,2021-10-10 13:30:15,47.82149679,7.95172604,6,1081.752,,0.000,,11,20,,
T,2021-10-10 13:30:16,47.82149679,7.95172604,6,1081.746,,0.000,,11,20,,
T,2021-10-10 13:30:17,47.82149679,7.95172604,8,1081.682,,0.000,,8,17,,
T,2021-10-10 13:30:18,47.82149679,7.95172604,8,1081.676,,0.000,,9,17,,
T,2021-10-10 13:30:19,47.82149679,7.95172604,8,1081.611,,0.000,,9,17,,
T,2021-10-10 13:30:20,47.82149679,7.95172604,8,1081.550,,0.000,,9,17,,
T,2021-10-10 13:30:21,47.82149679,7.95172604,8,1081.478,,0.000,,9,17,,
T,2021-10-10 13:30:22,47.82149679,7.95172604,8,1081.414,,0.000,,9,17,,
T,2021-10-10 13:30:23,47.82149679,7.95172604,8,1081.359,,0.000,,9,17,,
T,2021-10-10 13:30:24,47.82149679,7.95172604,8,1081.300,,0.000,,9,17,,
T,2021-10-10 13:30:25,47.82149679,7.95172604,8,1081.295,,0.000,,9,17,,
T,2021-10-10 13:30:26,47.82149679,7.95172604,8,1081.214,,0.000,,9,17,,
T,2021-10-10 13:30:27,47.82149679,7.95172604,8,1081.126,,0.000,,9,17,,
T,2021-10-10 13:30:28,47.82149679,7.95172604,8,1081.016,,0.000,,9,17,,
T,2021-10-10 13:30:29,47.82149679,7.95172604,8,1080.916,,0.000,,9,17,,
T,2021-10-10 13:30:30,47.82149679,7.95172604,8,1080.819,,0.000,,9,17,,
T,2021-10-10 13:30:31,47.82149679,7.95172604,8,1080.702,,0.000,,9,17,,
T,2021-10-10 13:30:32,47.82149679,7.95172604,8,1080.690,,0.000,,9,17,,
T,2021-10-10 13:30:33,47.82149679,7.95172604,8,1080.564,,0.000,,9,17,,
T,2021-10-10 13:30:34,47.82149679,7.95172604,8,1080.445,,0.000,,9,17,,
T,2021-10-10 13:30:35,47.82149679,7.95172604,8,1080.315,,0.000,,9,17,,
T,2021-10-10 13:30:36,47.82149679,7.95172604,8,1080.184,,0.000,,9,17,,
T,2021-10-10 13:30:37,47.82149679,7.95172604,8,1080.174,,0.000,,9,17,,
T,2021-10-10 13:30:38,47.82149679,7.95172604,8,1080.164,,0.000,,9,17,,
T,2021-10-10 13:30:39,47.82149679,7.95172604,8,1080.051,,0.000,,9,17,,
T,2021-10-10 13:30:40,47.82149679,7.95172604,8,1080.041,,0.000,,9,17,,
T,2021-10-10 13:30:41,47.82149679,7.95172604,8,1080.032,,0.000,,9,17,,
T,2021-10-10 13:30:42,47.82149679,7.95172604,8,1080.023,,0.000,,9,17,,
T,2021-10-10 13:30:43,47.82149679,7.95172604,8,1080.015,,0.000,,9,17,,
T,2021-10-10 13:30:44,47.82149679,7.95172604,8,1079.929,,0.000,,9,17,,
T,2021-10-10 13:30:45,47.82149679,7.95172604,8,1079.827,,0.000,,9,17,,
T,2021-10-10 13:30:46,47.82149679,7.95172604,12,1079.816,,0.000,,8,17,,
T,2021-10-10 13:30:47,47.82149679,7.95172604,12,1079.709,,0.000,,8,17,,
T,2021-10-10 13:30:48,47.82149679,7.95172604,12,1079.696,,0.000,,8,17,,
T,2021-10-10 13:30:49,47.82149679,7.95172604,12,1079.562,,0.000,,8,17,,
T,2021-10-10 13:30:50,47.82149679,7.95172604,12,1079.433,,0.000,,9,17,,
T,2021-10-10 13:30:51,47.82149679,7.95172604,12,1079.301,,0.000,,8,17,,
T,2021-10-10 13:30:52,47.82149679,7.95172604,12,1079.195,,0.000,,7,17,,
T,2021-10-10 13:30:53,47.82149679,7.95172604,12,1079.103,,0.000,,7,17,,
T,2021-10-10 13:30:54,47.82149679,7.95172604,12,1079.095,,0.000,,8,17,,
T,2021-10-10 13:30:55,47.82149679,7.95172604,12,1079.088,,0.000,,8,17,,
T,2021-10-10 13:30:56,47.82149679,7.95172604,12,1079.079,,0.000,,8,17,,
T,2021-10-10 13:30:57,47.82149679,7.95172604,12,1079.070,,0.000,,8,17,,
T,2021-10-10 13:30:58,47.82149679,7.95172604,12,1079.063,,0.000,,8,17,,
T,2021-10-10 13:30:59,47.82149679,7.95172604,12,1078.996,,0.000,,8,17,,
T,2021-10-10 13:31:00,47.82149679,7.95172604,12,1078.928,,0.000,,8,17,,
T,2021-10-10 13:31:01,47.82149679,7.95172604,12,1078.866,,0.000,,8,17,,
T,2021-10-10 13:31:02,47.82149679,7.95172604,12,1078.811,,0.000,,8,17,,
T,2021-10-10 13:31:03,47.82149679,7.95172604,12,1078.765,,0.000,,8,16,,
T,2021-10-10 13:31:04,47.82149679,7.95172604,12,1078.761,,0.000,,9,17,,
T,2021-10-10 13:31:05,47.82149679,7.95172604,12,1078.715,,0.000,,9,17,,
T,2021-10-10 13:31:06,47.82149679,7.95172604,12,1078.678,,0.000,,9,17,,
T,2021-10-10 13:31:07,47.82149679,7.95172604,12,1078.664,,0.000,,9,17,,
T,2021-10-10 13:31:08,47.82149679,7.95172604,12,1078.672,,0.000,,8,17,,
T,2021-10-10 13:31:09,47.82149679,7.95172604,12,1078.717,,0.000,,8,17,,
T,2021-10-10 13:31:10,47.82149679,7.95172604,12,1078.722,,0.000,,8,17,,
T,2021-10-10 13:31:11,47.82149679,7.95172604,12,1078.728,,0.000,,8,16,,
T,2021-10-10 13:31:12,47.82149679,7.95172604,12,1078.798,,0.000,,8,17,,
T,2021-10-10 13:31:13,47.82149679,7.95172604,12,1078.859,,0.000,,7,17,,
T,2021-10-10 13:31:14,47.82149679,7.95172604,8,1078.943,,0.000,,7,17,,
T,2021-10-10 13:31:15,47.82149679,7.95172604,8,1078.999,,0.000,,7,17,,
T,2021-10-10 13:31:16,47.82149679,7.95172604,8,1079.002,,0.000,,7,17,,
T,2021-10-10 13:31:17,47.82149679,7.95172604,8,1079.005,,0.000,,8,17,,
T,2021-10-10 13:31:18,47.82149679,7.95172604,8,1079.007,,0.000,,8,17,,
T,2021-10-10 13:31:19,47.82149679,7.95172604,8,1079.007,,0.000,,9,17,,
T,2021-10-10 13:31:20,47.82149679,7.95172604,8,1079.005,,0.000,,9,17,,
T,2021-10-10 13:31:21,47.82149679,7.95172604,8,1079.001,,0.000,,9,17,,
T,2021-10-10 13:31:22,47.82149679,7.95172604,8,1078.996,,0.000,,9,17,,
T,2021-10-10 13:31:23,47.82149679,7.95172604,8,1078.927,,0.000,,9,17,,
T,2021-10-10 13:31:24,47.82149679,7.95172604,8,1078.918,,0.000,,9,17,,
T,2021-10-10 13:31:25,47.82149679,7.95172604,8,1078.909,,0.000,,10,17,,
T,2021-10-10 13:31:26,47.82149679,7.95172604,8,1078.896,,0.000,,10,17,,
T,2021-10-10 13:31:27,47.82149679,7.95172604,8,1078.884,,0.000,,10,17,,
T,2021-10-10 13:31:28,47.82149679,7.95172604,8,1078.754,,0.000,,10,17,,
T,2021-10-10 13:31:29,47.82149679,7.95172604,8,1078.606,,0.000,,10,17,,
T,2021-10-10 13:31:30,47.82149679,7.95172604,8,1078.440,,0.000,,10,17,,
T,2021-10-10 13:31:31,47.82149679,7.95172604,8,1078.240,,0.000,,10,17,,
T,2021-10-10 13:31:32,47.82149679,7.95172604,8,1078.030,,0.000,,10,17,,
T,2021-10-10 13:31:33,47.82149679,7.95172604,8,1078.011,,0.000,,10,17,,
T,2021-10-10 13:31:34,47.82149679,7.95172604,8,1077.821,,0.000,,10,17,,
T,2021-10-10 13:31:35,47.82149679,7.95172604,8,1077.634,,0.000,,10,17,,
T,2021-10-10 13:31:36,47.82149679,7.95172604,8,1077.452,,0.000,,10,17,,
