type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-10-10 12:41:45,47.82411361,7.95073589,3,953.709,,1.140,162,17,19,,
T,2021-10-10 12:41:46,47.82409595,7.95074808,3,954.178,,1.072,161,17,19,,
T,2021-10-10 12:41:47,47.82409136,7.95075192,3,954.639,,1.069,161,17,19,,
T,2021-10-10 12:41:48,47.82409509,7.95074904,3,955.107,,1.057,161,17,19,,
T,2021-10-10 12:41:49,47.82409471,7.95074882,3,955.581,,1.077,161,17,20,,
T,2021-10-10 12:41:50,47.82409043,7.95075102,3,956.061,,1.075,162,17,20,,
T,2021-10-10 12:41:51,47.82407922,7.95075572,3,956.548,,1.073,162,17,19,,
T,2021-10-10 12:41:52,47.82406370,7.95075799,3,957.034,,1.068,162,17,19,,
T,2021-10-10 12:41:53,47.82405142,7.95076399,3,957.524,,1.105,162,17,19,,
T,2021-10-10 12:41:54,47.82403694,7.95076797,3,958.010,,1.082,162,17,19,,
T,2021-10-10 12:41:55,47.82402654,7.95077586,3,958.499,,1.099,161,17,20,,
T,2021-10-10 12:41:56,47.82402127,7.95077391,3,958.987,,1.136,163,17,19,,
T,2021-10-10 12:41:57,47.82401680,7.95077728,3,959.479,,1.173,162,17,19,,
T,2021-10-10 12:41:58,47.82400574,7.95078428,3,959.976,,1.137,161,17,19,,
T,2021-10-10 12:41:59,47.82399842,7.95078438,3,960.471,,1.092,161,17,19,,
T,2021-10-10 12:42:00,47.82398909,7.95078551,3,960.964,,1.162,162,17,19,,
T,2021-10-10 12:42:01,47.82398654,7.95079062,3,961.462,,1.122,162,17,19,,
T,2021-10-10 12:42:02,47.82396526,7.95080514,3,961.951,,1.075,161,17,19,,
T,2021-10-10 12:42:03,47.82396296,7.95080820,3,962.444,,1.070,161,17,19,,
T,2021-10-10 12:42:04,47.82395621,7.95081551,3,962.937,,1.054,162,17,19,,
T,2021-10-10 12:42:05,47.82394565,7.95082339,3,963.432,,1.103,162,17,19,,
T,2021-10-10 12:42:06,47.82392997,7.95082528,3,963.923,,1.096,161,17,19,,
T,2021-10-10 12:42:07,47.82391830,7.95083399,3,964.417,,1.107,162,17,19,,
T,2021-10-10 12:42:08,47.82390619,7.95083875,3,964.913,,1.049,162,17,19,,
T,2021-10-10 12:42:09,47.82389783,7.95084206,3,965.412,,1.057,161,17,19,,
T,2021-10-10 12:42:10,47.82388653,7.95084734,3,965.914,,1.084,161,17,19,,
T,2021-10-10 12:42:11,47.82386516,7.95086066,3,966.404,,1.081,161,17,19,,
T,2021-10-10 12:42:12,47.82386118,7.95086164,3,966.896,,1.062,161,17,19,,
T,2021-10-10 12:42:13,47.82384313,7.95087324,3,967.377,,1.079,161,17,19,,
T,2021-10-10 12:42:14,47.82383957,7.95087268,3,967.863,,1.071,161,17,19,,
T,2021-10-10 12:42:15,47.82380330,7.95089167,3,968.339,,1.095,160,17,19,,
T,2021-10-10 12:42:16,47.82378238,7.95090105,3,968.809,,1.081,160,17,19,,
T,2021-10-10 12:42:17,47.82376794,7.95090683,3,969.272,,1.025,160,17,19,,
T,2021-10-10 12:42:18,47.82377455,7.95090557,3,969.734,,1.048,160,17,19,,
T,2021-10-10 12:42:19,47.82376772,7.95090101,4,970.196,,1.055,161,17,19,,
T,2021-10-10 12:42:20,47.82376203,7.95091432,4,970.662,,1.100,161,17,19,,
T,2021-10-10 12:42:21,47.82375808,7.95092842,4,971.129,,1.171,160,17,19,,
T,2021-10-10 12:42:22,47.82375250,7.95094396,4,971.599,,1.152,159,17,19,,
T,2021-10-10 12:42:23,47.82375051,7.95095762,4,972.066,,1.176,157,17,19,,
T,2021-10-10 12:42:24,47.82373269,7.95097885,4,972.520,,1.151,159,16,19,,
T,2021-10-10 12:42:25,47.82373386,7.95096356,4,972.979,,1.109,159,16,19,,
T,2021-10-10 12:42:26,47.82373550,7.95094904,4,973.441,,1.087,160,16,19,,
T,2021-10-10 12:42:27,47.82373181,7.95096061,4,973.905,,1.114,161,16,19,,
T,2021-10-10 12:42:28,47.82373010,7.95094699,4,974.373,,1.156,159,17,19,,
T,2021-10-10 12:42:29,47.82371318,7.95094780,4,974.845,,1.113,160,16,19,,
T,2021-10-10 12:42:30,47.82370593,7.95094619,4,975.319,,1.057,161,16,19,,
T,2021-10-10 12:42:31,47.82368461,7.95095766,3,975.788,,1.142,161,16,19,,
T,2021-10-10 12:42:32,47.82367103,7.95096407,3,976.251,,1.107,161,16,19,,
T,2021-10-10 12:42:33,47.82365153,7.95097592,3,976.710,,1.145,162,16,19,,
T,2021-10-10 12:42:34,47.82365404,7.95097390,3,977.177,,1.135,162,16,19,,
T,2021-10-10 12:42:35,47.82364673,7.95097784,3,977.650,,1.131,162,16,19,,
T,2021-10-10 12:42:36,47.82362497,7.95099006,3,978.114,,1.109,162,17,19,,
T,2021-10-10 12:42:37,47.82362347,7.95099032,3,978.580,,1.135,162,17,19,,
T,2021-10-10 12:42:38,47.82360470,7.95100227,3,979.037,,1.104,161,17,19,,
T,2021-10-10 12:42:39,47.82359326,7.95101084,3,979.489,,1.146,161,17,19,,
T,2021-10-10 12:42:40,47.82358046,7.95101857,3,979.935,,1.148,161,17,19,,
T,2021-10-10 12:42:41,47.82358471,7.95102391,3,980.387,,1.111,161,17,19,,
T,2021-10-10 12:42:42,47.82358354,7.95103544,3,980.845,,1.159,162,17,19,,
T,2021-10-10 12:42:43,47.82357618,7.95102437,3,981.306,,1.175,161,17,19,,
T,2021-10-10 12:42:44,47.82356688,7.95104118,3,981.768,,1.144,160,17,19,,
T,2021-10-10 12:42:45,47.82355602,7.95103440,3,982.230,,1.120,161,17,19,,
T,2021-10-10 12:42:46,47.82354722,7.95105294,3,982.691,,1.150,162,17,19,,
T,2021-10-10 12:42:47,47.82353472,7.95104559,3,983.152,,1.132,161,17,19,,
T,2021-10-10 12:42:48,47.82352130,7.95104393,3,983.614,,1.078,162,17,19,,
T,2021-10-10 12:42:49,47.82351131,7.95104409,3,984.076,,1.134,162,17,19,,
T,2021-10-10 12:42:50,47.82350283,7.95106042,3,984.534,,1.147,162,17,19,,
T,2021-10-10 12:42:51,47.82349446,7.95105781,3,984.992,,1.141,162,17,19,,
T,2021-10-10 12:42:52,47.82348481,7.95105854,3,985.447,,1.126,163,17,19,,
T,2021-10-10 12:42:53,47.82347424,7.95106158,3,985.900,,1.159,162,17,19,,
T,2021-10-10 12:42:54,47.82347597,7.95105929,3,986.353,,1.135,161,17,19,,
T,2021-10-10 12:42:55,47.82347578,7.95105804,3,986.807,,1.125,161,17,19,,
T,2021-10-10 12:42:56,47.82346806,7.95105887,3,987.261,,1.173,161,17,19,,
T,2021-10-10 12:42:57,47.82345749,7.95106126,3,987.714,,1.211,161,17,20,,
T,2021-10-10 12:42:58,47.82344976,7.95106220,3,988.173,,0.973,161,17,20,,
T,2021-10-10 12:42:59,47.82343873,7.95107167,3,988.636,,0.975,163,17,20,,
T,2021-10-10 12:43:00,47.82342536,7.95108455,3,989.100,,1.007,162,17,19,,
T,2021-10-10 12:43:01,47.82341411,7.95109306,3,989.567,,1.180,162,17,19,,
T,2021-10-10 12:43:02,47.82340936,7.95109464,3,990.036,,1.089,162,17,19,,
T,2021-10-10 12:43:03,47.82340166,7.95109611,3,990.514,,1.188,161,17,19,,
T,2021-10-10 12:43:04,47.82339528,7.95109858,3,991.001,,1.141,162,17,19,,
T,2021-10-10 12:43:05,47.82338575,7.95110177,3,991.488,,1.101,162,17,19,,
T,2021-10-10 12:43:06,47.82337726,7.95110568,3,991.974,,1.106,162,17,19,,
T,2021-10-10 12:43:07,47.82336954,7.95110833,3,992.457,,1.098,162,17,20,,
T,2021-10-10 12:43:08,47.82335211,7.95111794,3,992.934,,1.076,162,17,20,,
T,2021-10-10 12:43:09,47.82334378,7.95112084,3,993.413,,1.075,162,17,20,,
T,2021-10-10 12:43:10,47.82333223,7.95112512,3,993.887,,1.113,161,17,20,,
T,2021-10-10 12:43:11,47.82332841,7.95112138,3,994.362,,1.124,162,17,20,,
T,2021-10-10 12:43:12,47.82332064,7.95111891,3,994.834,,1.060,162,17,20,,
T,2021-10-10 12:43:13,47.82331588,7.95112403,3,995.308,,1.101,162,17,20,,
T,2021-10-10 12:43:14,47.82330472,7.95112802,3,995.776,,1.059,162,17,20,,
T,2021-10-10 12:43:15,47.82329120,7.95114062,3,996.246,,1.021,163,17,20,,
T,2021-10-10 12:43:16,47.82327684,7.95114902,4,996.708,,1.142,162,17,20,,
T,2021-10-10 12:43:17,47.82325501,7.95120437,4,997.179,,1.105,162,17,20,,
T,2021-10-10 12:43:18,47.82323890,7.95121046,4,997.646,,1.155,162,17,20,,
T,2021-10-10 12:43:19,47.82322563,7.95122127,4,998.111,,1.161,161,17,20,,
T,2021-10-10 12:43:20,47.82321352,7.95120353,4,998.572,,1.111,161,17,20,,
T,2021-10-10 12:43:21,47.82319582,7.95120048,4,999.035,,1.061,161,17,20,,
T,2021-10-10 12:43:22,47.82318578,7.95120072,4,999.496,,1.064,161,17,20,,
T,2021-10-10 12:43:23,47.82317591,7.95119828,4,999.959,,1.080,161,17,20,,
T,2021-10-10 12:43:24,47.82316415,7.95120485,4,1000.415,,1.154,162,17,20,,
T,2021-10-10 12:43:25,47.82315056,7.95120726,4,1000.873,,1.217,162,17,20,,
T,2021-10-10 12:43:26,47.82313913,7.95120921,4,1001.335,,1.164,162,18,20,,
T,2021-10-10 12:43:27,47.82312771,7.95121202,4,1001.799,,1.142,162,17,20,,
T,2021-10-10 12:43:28,47.82311893,7.95121329,4,1002.267,,1.074,162,17,20,,
T,2021-10-10 12:43:29,47.82311078,7.95122457,4,1002.736,,1.048,162,17,20,,
T,2021-10-10 12:43:30,47.82310523,7.95123412,4,1003.200,,1.048,161,17,20,,
T,2021-10-10 12:43:31,47.82309540,7.95124024,4,1003.656,,1.117,160,17,20,,
T,2021-10-10 12:43:32,47.82308698,7.95124593,4,1004.110,,1.160,161,17,20,,
T,2021-10-10 12:43:33,47.82308163,7.95125041,4,1004.566,,1.118,161,17,20,,
T,2021-10-10 12:43:34,47.82307112,7.95125359,4,1005.023,,1.113,160,17,20,,
T,2021-10-10 12:43:35,47.82306611,7.95126465,4,1005.483,,1.108,160,17,20,,
T,2021-10-10 12:43:36,47.82305610,7.95127798,4,1005.938,,1.112,161,17,20,,
T,2021-10-10 12:43:37,47.82304912,7.95126784,4,1006.398,,1.070,161,17,19,,
T,2021-10-10 12:43:38,47.82304441,7.95127714,4,1006.858,,1.062,161,17,19,,
T,2021-10-10 12:43:39,47.82303905,7.95126992,4,1007.320,,1.075,161,17,19,,
T,2021-10-10 12:43:40,47.82302846,7.95126677,4,1007.787,,0.964,162,17,19,,
T,2021-10-10 12:43:41,47.82302221,7.95126703,4,1008.261,,1.124,162,17,19,,
T,2021-10-10 12:43:42,47.82301544,7.95126766,4,1008.738,,1.113,160,16,19,,
T,2021-10-10 12:43:43,47.82300891,7.95127115,4,1009.217,,1.107,161,15,19,,
T,2021-10-10 12:43:44,47.82299873,7.95127457,4,1009.699,,1.117,162,16,19,,
T,2021-10-10 12:43:45,47.82299309,7.95127920,4,1010.176,,1.095,162,16,20,,
T,2021-10-10 12:43:46,47.82298432,7.95128201,4,1010.657,,1.094,162,16,19,,
T,2021-10-10 12:43:47,47.82297202,7.95128832,4,1011.138,,1.134,161,16,19,,
T,2021-10-10 12:43:48,47.82296135,7.95128619,4,1011.615,,1.098,162,16,20,,
T,2021-10-10 12:43:49,47.82295260,7.95129323,4,1012.093,,1.062,163,16,20,,
T,2021-10-10 12:43:50,47.82294638,7.95129683,4,1012.578,,1.111,162,17,20,,
T,2021-10-10 12:43:51,47.82293561,7.95130038,4,1013.069,,1.170,162,16,20,,
T,2021-10-10 12:43:52,47.82293022,7.95130701,4,1013.559,,1.062,163,17,20,,
T,2021-10-10 12:43:53,47.82291987,7.95131345,4,1014.046,,1.098,162,17,20,,
T,2021-10-10 12:43:54,47.82290840,7.95131946,4,1014.534,,1.140,161,17,20,,
T,2021-10-10 12:43:55,47.82289958,7.95131830,4,1015.021,,1.113,162,17,20,,
T,2021-10-10 12:43:56,47.82289346,7.95132113,3,1015.511,,1.112,162,17,20,,
T,2021-10-10 12:43:57,47.82288583,7.95132280,3,1016.005,,1.083,162,17,20,,
T,2021-10-10 12:43:58,47.82287565,7.95132966,3,1016.492,,1.005,162,17,20,,
T,2021-10-10 12:43:59,47.82286248,7.95133258,3,1016.969,,1.091,162,18,20,,
T,2021-10-10 12:44:00,47.82285793,7.95133543,3,1017.450,,1.185,161,17,20,,
T,2021-10-10 12:44:01,47.82284742,7.95134171,3,1017.933,,1.090,162,17,20,,
T,2021-10-10 12:44:02,47.82283652,7.95134738,3,1018.419,,1.050,162,17,20,,
T,2021-10-10 12:44:03,47.82282680,7.95135303,3,1018.911,,1.055,161,16,20,,
T,2021-10-10 12:44:04,47.82281729,7.95135970,3,1019.405,,1.096,161,16,20,,
T,2021-10-10 12:44:05,47.82280383,7.95136620,3,1019.900,,1.075,162,16,20,,
T,2021-10-10 12:44:06,47.82279321,7.95137136,3,1020.398,,1.096,162,17,19,,
T,2021-10-10 12:44:07,47.82278800,7.95137307,3,1020.904,,1.115,162,17,20,,
T,2021-10-10 12:44:08,47.82277871,7.95137708,3,1021.415,,1.051,162,17,20,,
T,2021-10-10 12:44:09,47.82277066,7.95138100,3,1021.928,,1.085,162,17,20,,
T,2021-10-10 12:44:10,47.82276431,7.95137852,3,1022.435,,1.044,161,18,20,,
T,2021-10-10 12:44:11,47.82276198,7.95138409,3,1022.939,,1.091,161,18,20,,
T,2021-10-10 12:44:12,47.82274824,7.95138777,3,1023.440,,1.167,161,17,20,,
T,2021-10-10 12:44:13,47.82274503,7.95139250,3,1023.950,,0.964,161,17,20,,
T,2021-10-10 12:44:14,47.82272893,7.95140203,3,1024.457,,1.033,161,18,20,,
T,2021-10-10 12:44:15,47.82271437,7.95140992,3,1024.964,,1.045,161,18,20,,
T,2021-10-10 12:44:16,47.82269860,7.95141744,3,1025.468,,1.056,161,17,20,,
T,2021-10-10 12:44:17,47.82269236,7.95141872,3,1025.977,,0.985,161,17,20,,
T,2021-10-10 12:44:18,47.82268761,7.95142165,3,1026.492,,1.024,161,17,20,,
T,2021-10-10 12:44:19,47.82267922,7.95143870,3,1027.006,,1.084,154,17,20,,
T,2021-10-10 12:44:20,47.82267437,7.95145048,4,1027.519,,1.133,156,16,20,,
T,2021-10-10 12:44:21,47.82267010,7.95146130,4,1028.032,,1.068,158,15,20,,
T,2021-10-10 12:44:22,47.82266563,7.95147489,4,1028.540,,1.156,159,15,19,,
T,2021-10-10 12:44:23,47.82265666,7.95149323,4,1029.043,,1.135,160,16,19,,
T,2021-10-10 12:44:24,47.82264511,7.95148291,4,1029.548,,1.072,160,16,19,,
T,2021-10-10 12:44:25,47.82263085,7.95147901,4,1030.052,,1.122,160,16,19,,
T,2021-10-10 12:44:26,47.82261626,7.95147755,4,1030.557,,1.117,161,16,20,,
T,2021-10-10 12:44:27,47.82260219,7.95148146,4,1031.058,,1.160,161,16,20,,
T,2021-10-10 12:44:28,47.82259214,7.95147980,3,1031.559,,1.105,160,16,20,,
T,2021-10-10 12:44:29,47.82259540,7.95147421,3,1032.058,,1.177,160,16,20,,
T,2021-10-10 12:44:30,47.82258611,7.95147656,3,1032.552,,0.957,161,16,18,,
T,2021-10-10 12:44:31,47.82258321,7.95147596,3,1033.042,,1.098,161,16,18,,
T,2021-10-10 12:44:32,47.82257199,7.95148329,3,1033.537,,1.168,161,16,18,,
T,2021-10-10 12:44:33,47.82255682,7.95148908,3,1034.037,,1.199,162,16,19,,
T,2021-10-10 12:44:34,47.82254631,7.95149320,3,1034.540,,1.087,162,16,19,,
T,2021-10-10 12:44:35,47.82253965,7.95149706,3,1035.046,,1.084,162,16,19,,
T,2021-10-10 12:44:36,47.82252732,7.95150335,3,1035.556,,1.158,162,16,19,,
T,2021-10-10 12:44:37,47.82251737,7.95151155,3,1036.062,,1.132,161,17,19,,
T,2021-10-10 12:44:38,47.82250521,7.95152001,3,1036.565,,1.116,161,16,19,,
T,2021-10-10 12:44:39,47.82249806,7.95152611,3,1037.065,,1.084,161,16,19,,
T,2021-10-10 12:44:40,47.82248810,7.95153166,3,1037.563,,1.180,162,17,19,,
T,2021-10-10 12:44:41,47.82248195,7.95153665,3,1038.060,,1.131,162,16,19,,
T,2021-10-10 12:44:42,47.82247136,7.95154409,3,1038.558,,1.161,162,16,19,,
T,2021-10-10 12:44:43,47.82246682,7.95155043,3,1039.052,,1.150,162,16,19,,
T,2021-10-10 12:44:44,47.82244550,7.95156252,3,1039.537,,1.149,161,17,19,,
T,2021-10-10 12:44:45,47.82243157,7.95157083,3,1040.021,,1.104,162,16,19,,
T,2021-10-10 12:44:46,47.82241882,7.95159307,3,1040.498,,1.070,162,16,19,,
T,2021-10-10 12:44:47,47.82240846,7.95159157,3,1040.969,,1.136,162,16,19,,
T,2021-10-10 12:44:48,47.82239618,7.95158824,3,1041.430,,1.109,162,16,19,,
T,2021-10-10 12:44:49,47.82238195,7.95158687,3,1041.886,,1.134,162,16,18,,
T,2021-10-10 12:44:50,47.82237051,7.95158657,3,1042.336,,1.122,162,16,19,,
T,2021-10-10 12:44:51,47.82235941,7.95158878,3,1042.780,,1.135,162,16,19,,
T,2021-10-10 12:44:52,47.82235658,7.95158768,3,1043.227,,1.192,162,16,19,,
T,2021-10-10 12:44:53,47.82235055,7.95158686,3,1043.676,,1.105,162,16,19,,
T,2021-10-10 12:44:54,47.82234364,7.95158917,3,1044.125,,1.134,162,16,19,,
T,2021-10-10 12:44:55,47.82233094,7.95159574,3,1044.582,,1.110,162,16,19,,
T,2021-10-10 12:44:56,47.82231911,7.95159951,4,1045.044,,1.084,162,16,19,,
T,2021-10-10 12:44:57,47.82230698,7.95160575,4,1045.503,,1.022,162,16,18,,
T,2021-10-10 12:44:58,47.82229889,7.95161203,4,1045.959,,1.090,162,16,18,,
T,2021-10-10 12:44:59,47.82228995,7.95161363,4,1046.419,,1.196,162,14,19,,
T,2021-10-10 12:45:00,47.82227875,7.95161781,4,1046.882,,1.119,162,15,19,,
T,2021-10-10 12:45:01,47.82226955,7.95162292,4,1047.349,,1.072,162,14,19,,
T,2021-10-10 12:45:02,47.82226298,7.95162710,4,1047.816,,1.195,162,14,19,,
T,2021-10-10 12:45:03,47.82225325,7.95163115,4,1048.286,,1.102,161,14,19,,
T,2021-10-10 12:45:04,47.82224536,7.95163336,4,1048.755,,1.100,162,14,19,,
T,2021-10-10 12:45:05,47.82223787,7.95163733,4,1049.229,,1.129,164,14,19,,
T,2021-10-10 12:45:06,47.82222785,7.95164085,4,1049.704,,1.045,163,14,19,,
T,2021-10-10 12:45:07,47.82221840,7.95164502,4,1050.182,,1.108,162,15,19,,
T,2021-10-10 12:45:08,47.82220473,7.95165175,3,1050.658,,1.133,163,15,19,,
T,2021-10-10 12:45:09,47.82219628,7.95165573,3,1051.134,,1.156,163,15,19,,
T,2021-10-10 12:45:10,47.82218731,7.95165960,3,1051.608,,1.130,162,14,19,,
T,2021-10-10 12:45:11,47.82217977,7.95166500,3,1052.076,,1.131,162,15,19,,
T,2021-10-10 12:45:12,47.82217979,7.95166400,3,1052.546,,1.108,162,14,19,,
T,2021-10-10 12:45:13,47.82216478,7.95167196,3,1053.008,,1.108,162,15,19,,
T,2021-10-10 12:45:14,47.82215562,7.95167650,3,1053.464,,1.082,162,15,19,,
T,2021-10-10 12:45:15,47.82215500,7.95167680,3,1053.922,,1.075,163,14,19,,
T,2021-10-10 12:45:16,47.82214122,7.95168516,3,1054.371,,1.037,161,14,19,,
T,2021-10-10 12:45:17,47.82212609,7.95169872,3,1054.808,,1.200,161,14,18,,
T,2021-10-10 12:45:18,47.82212379,7.95170386,4,1055.254,,1.163,162,15,19,,
T,2021-10-10 12:45:19,47.82210515,7.95170648,4,1055.703,,1.019,161,15,19,,
T,2021-10-10 12:45:20,47.82209446,7.95171142,4,1056.152,,1.036,162,14,19,,
T,2021-10-10 12:45:21,47.82208375,7.95171805,4,1056.596,,1.213,163,14,19,,
T,2021-10-10 12:45:22,47.82207081,7.95172482,3,1057.036,,1.093,163,14,18,,
T,2021-10-10 12:45:23,47.82207151,7.95172098,3,1057.487,,0.991,162,14,18,,
T,2021-10-10 12:45:24,47.82206679,7.95172300,3,1057.943,,1.082,163,15,19,,
T,2021-10-10 12:45:25,47.82205882,7.95172478,3,1058.411,,1.171,162,14,19,,
T,2021-10-10 12:45:26,47.82204952,7.95172870,3,1058.884,,1.039,161,14,19,,
T,2021-10-10 12:45:27,47.82202429,7.95174164,3,1059.354,,1.225,163,15,19,,
T,2021-10-10 12:45:28,47.82200210,7.95174965,3,1059.824,,1.071,163,15,19,,
T,2021-10-10 12:45:29,47.82199205,7.95175267,3,1060.295,,1.084,161,15,19,,
T,2021-10-10 12:45:30,47.82197737,7.95175453,4,1060.763,,1.210,161,15,19,,
T,2021-10-10 12:45:31,47.82196606,7.95176088,4,1061.231,,1.141,162,15,19,,
T,2021-10-10 12:45:32,47.82194919,7.95176922,4,1061.702,,1.156,161,14,19,,
T,2021-10-10 12:45:33,47.82194407,7.95177214,4,1062.177,,1.053,161,15,19,,
T,2021-10-10 12:45:34,47.82194218,7.95177386,4,1062.653,,1.050,162,15,19,,
T,2021-10-10 12:45:35,47.82193584,7.95177640,4,1063.133,,1.096,161,14,19,,
T,2021-10-10 12:45:36,47.82193343,7.95178020,4,1063.613,,1.128,161,14,19,,
T,2021-10-10 12:45:37,47.82191505,7.95178964,4,1064.092,,1.087,164,14,19,,
T,2021-10-10 12:45:38,47.82190222,7.95179240,4,1064.572,,1.007,161,14,19,,
T,2021-10-10 12:45:39,47.82188902,7.95179393,4,1065.047,,1.074,161,15,19,,
T,2021-10-10 12:45:40,47.82188385,7.95179905,4,1065.524,,1.143,161,15,19,,
T,2021-10-10 12:45:41,47.82186792,7.95180123,4,1065.999,,1.103,161,15,19,,
T,2021-10-10 12:45:42,47.82186440,7.95180494,4,1066.477,,0.977,160,15,19,,
T,2021-10-10 12:45:43,47.82185352,7.95181364,4,1066.956,,1.044,161,15,19,,
T,2021-10-10 12:45:44,47.82184533,7.95181633,4,1067.439,,1.025,161,14,19,,
T,2021-10-10 12:45:45,47.82183293,7.95181822,4,1067.916,,1.132,159,15,19,,
T,2021-10-10 12:45:46,47.82182279,7.95182911,4,1068.394,,1.109,162,14,19,,
T,2021-10-10 12:45:47,47.82181847,7.95183187,4,1068.873,,0.950,163,15,19,,
T,2021-10-10 12:45:48,47.82181078,7.95183513,4,1069.356,,1.042,160,15,19,,
T,2021-10-10 12:45:49,47.82180198,7.95184202,4,1069.842,,1.267,160,15,19,,
T,2021-10-10 12:45:50,47.82179182,7.95184776,4,1070.329,,1.005,161,15,19,,
T,2021-10-10 12:45:51,47.82178021,7.95185595,4,1070.819,,1.109,161,15,19,,
T,2021-10-10 12:45:52,47.82177120,7.95185625,4,1071.311,,0.987,161,15,19,,
T,2021-10-10 12:45:53,47.82176331,7.95185927,4,1071.809,,0.939,162,15,19,,
T,2021-10-10 12:45:54,47.82175287,7.95186313,4,1072.308,,1.002,161,15,19,,
T,2021-10-10 12:45:55,47.82174122,7.95186777,4,1072.807,,1.092,159,15,19,,
T,2021-10-10 12:45:56,47.82173178,7.95187260,4,1073.308,,1.036,160,15,19,,
T,2021-10-10 12:45:57,47.82172923,7.95187709,4,1073.808,,1.075,158,15,19,,
T,2021-10-10 12:45:58,47.82171673,7.95188561,4,1074.309,,1.048,158,15,19,,
T,2021-10-10 12:45:59,47.82170906,7.95189021,4,1074.808,,0.977,162,15,19,,
T,2021-10-10 12:46:00,47.82169625,7.95190050,4,1075.303,,1.163,156,15,19,,
T,2021-10-10 12:46:01,47.82168770,7.95191451,4,1075.794,,1.104,156,15,19,,
T,2021-10-10 12:46:02,47.82167204,7.95193054,4,1076.280,,1.025,163,15,19,,
T,2021-10-10 12:46:03,47.82166211,7.95193226,4,1076.765,,1.182,161,15,19,,
T,2021-10-10 12:46:04,47.82164790,7.95194467,4,1077.240,,1.075,160,15,19,,
T,2021-10-10 12:46:05,47.82164388,7.95195031,4,1077.714,,1.194,159,15,19,,
T,2021-10-10 12:46:06,47.82163035,7.95195223,4,1078.184,,1.023,158,15,19,,
T,2021-10-10 12:46:07,47.82161766,7.95195572,4,1078.650,,0.964,158,15,19,,
T,2021-10-10 12:46:08,47.82160644,7.95195598,4,1079.120,,1.099,160,15,19,,
T,2021-10-10 12:46:09,47.82159483,7.95195589,4,1079.591,,1.240,160,15,19,,
T,2021-10-10 12:46:10,47.82158698,7.95196818,4,1080.062,,1.080,160,15,19,,
T,2021-10-10 12:46:11,47.82157690,7.95197349,4,1080.532,,0.991,160,15,19,,
T,2021-10-10 12:46:12,47.82157685,7.95198121,4,1080.999,,1.294,159,15,19,,
T,2021-10-10 12:46:13,47.82157179,7.95197965,4,1081.466,,1.277,161,15,19,,
T,2021-10-10 12:46:14,47.82156464,7.95198893,4,1081.934,,1.228,159,15,19,,
T,2021-10-10 12:46:15,47.82153998,7.95199170,4,1082.399,,1.162,163,15,19,,
T,2021-10-10 12:46:16,47.82153710,7.95198587,4,1082.864,,1.155,163,15,19,,
T,2021-10-10 12:46:17,47.82153982,7.95197806,4,1083.329,,1.007,164,15,19,,
T,2021-10-10 12:46:18,47.82154983,7.95196946,6,1083.803,,1.200,163,15,19,,
T,2021-10-10 12:46:19,47.82155011,7.95197379,6,1084.276,,1.012,162,15,19,,
T,2021-10-10 12:46:20,47.82154044,7.95197509,6,1084.737,,0.588,163,15,19,,
T,2021-10-10 12:46:21,47.82153894,7.95197840,6,1085.186,,0.762,164,15,19,,
T,2021-10-10 12:46:22,47.82154190,7.95198578,6,1085.628,,1.470,164,15,19,,
T,2021-10-10 12:46:23,47.82151787,7.95199736,6,1086.058,,1.581,165,15,19,,
T,2021-10-10 12:46:24,47.82150562,7.95199592,6,1086.486,,1.260,160,15,19,,
T,2021-10-10 12:46:25,47.82151410,7.95199433,6,1086.891,,0.491,160,15,19,,
T,2021-10-10 12:46:26,47.82151030,7.95199524,8,1087.286,,0.882,158,15,19,,
T,2021-10-10 12:46:27,47.82152016,7.95199016,8,1087.666,,0.834,156,14,19,,
T,2021-10-10 12:46:28,47.82151575,7.95199810,6,1088.024,,0.405,155,14,19,,
T,2021-10-10 12:46:29,47.82151482,7.95200700,6,1088.352,,0.378,163,13,19,,
T,2021-10-10 12:46:30,47.82151035,7.95202256,6,1088.646,,0.265,163,14,19,,
T,2021-10-10 12:46:31,47.82151013,7.95202174,6,1088.892,,0.187,163,14,19,,
T,2021-10-10 12:46:32,47.82151003,7.95200728,6,1089.081,,0.484,159,14,19,,
T,2021-10-10 12:46:33,47.82149926,7.95202744,6,1089.228,,0.762,220,14,19,,
T,2021-10-10 12:46:34,47.82148987,7.95202603,6,1089.335,,0.459,213,14,19,,
T,2021-10-10 12:46:35,47.82149251,7.95203830,6,1089.441,,0.550,223,14,19,,
T,2021-10-10 12:46:36,47.82148268,7.95202063,6,1089.513,,0.751,227,14,19,,
T,2021-10-10 12:46:37,47.82147493,7.95201778,6,1089.577,,1.135,225,14,19,,
T,2021-10-10 12:46:38,47.82146907,7.95201837,6,1089.627,,0.959,238,14,19,,
T,2021-10-10 12:46:39,47.82146147,7.95202629,6,1089.654,,1.060,243,14,19,,
